Record Length,2500,Points,-11.6000001E-6,-79.999998212E-3,,Record Length,2500,Points,-11.6000001E-6,19.9999996E-3,
Sample Interval,39.99999976E-9,s,-11.5600005E-6,-39.99999911E-3,,Sample Interval,39.99999976E-9,s,-11.5600005E-6,19.9999996E-3,
Trigger Point,290.00000444,Samples,-11.5200000E-6,-19.9999996E-3,,Trigger Point,290.00000444,Samples,-11.5200000E-6,0.0,
,,,-11.4800005E-6,-59.999998659E-3,,,,,-11.4800005E-6,19.9999996E-3,
,,,-11.4400000E-6,-39.99999911E-3,,,,,-11.4400000E-6,39.99999911E-3,
,,,-11.4000004E-6,-19.9999996E-3,,,,,-11.4000004E-6,19.9999996E-3,
Source,CH1,,-11.3599999E-6,-39.99999911E-3,,Source,CH2,,-11.3599999E-6,19.9999996E-3,
Vertical Units,Volts,,-11.3200003E-6,-39.99999911E-3,,Vertical Units,Volts,,-11.3200003E-6,0.0,
Vertical Scale,499.999988824E-3,,-11.2799999E-6,-59.999998659E-3,,Vertical Scale,499.999988824E-3,,-11.2799999E-6,19.9999996E-3,
Vertical Offset,0,,-11.2400003E-6,-59.999998659E-3,,Vertical Offset,0,,-11.2400003E-6,19.9999996E-3,
Horizontal Units,s,,-11.1999998E-6,-39.99999911E-3,,Horizontal Units,s,,-11.1999998E-6,39.99999911E-3,
Horizontal Scale,9.999999939E-6,,-11.1600002E-6,-39.99999911E-3,,Horizontal Scale,9.999999939E-6,,-11.1600002E-6,39.99999911E-3,
Pt Fmt,Y,,-11.1199997E-6,-59.999998659E-3,,Pt Fmt,Y,,-11.1199997E-6,59.999998659E-3,
Yzero,1.0400000,,-11.0800001E-6,-59.999998659E-3,,Yzero,-1.2000000,,-11.0800001E-6,19.9999996E-3,
Probe Atten,1.000000,,-11.0399997E-6,-39.99999911E-3,,Probe Atten,1.000000,,-11.0399997E-6,19.9999996E-3,
,,,-11.0000001E-6,-59.999998659E-3,,,,,-11.0000001E-6,19.9999996E-3,
Note,TBS 1104 - 2:25:13 PM   2/3/2026,,-10.9600005E-6,-19.9999996E-3,,Note,TBS 1104 - 2:25:13 PM   2/3/2026,,-10.9600005E-6,19.9999996E-3,
,,,-10.9200000E-6,-59.999998659E-3,,,,,-10.9200000E-6,19.9999996E-3,
,,,-10.8800004E-6,-39.99999911E-3,,,,,-10.8800004E-6,0.0,
,,,-10.8400000E-6,-19.9999996E-3,,,,,-10.8400000E-6,39.99999911E-3,
,,,-10.8000004E-6,-19.9999996E-3,,,,,-10.8000004E-6,39.99999911E-3,
,,,-10.7599999E-6,-19.9999996E-3,,,,,-10.7599999E-6,19.9999996E-3,
,,,-10.7200003E-6,-39.99999911E-3,,,,,-10.7200003E-6,39.99999911E-3,
,,,-10.6799998E-6,-39.99999911E-3,,,,,-10.6799998E-6,19.9999996E-3,
,,,-10.6400003E-6,-19.9999996E-3,,,,,-10.6400003E-6,39.99999911E-3,
,,,-10.5999998E-6,-39.99999911E-3,,,,,-10.5999998E-6,19.9999996E-3,
,,,-10.5600002E-6,-59.999998659E-3,,,,,-10.5600002E-6,39.99999911E-3,
,,,-10.5199997E-6,-59.999998659E-3,,,,,-10.5199997E-6,39.99999911E-3,
,,,-10.4800001E-6,-79.999998212E-3,,,,,-10.4800001E-6,19.9999996E-3,
,,,-10.4400006E-6,-39.99999911E-3,,,,,-10.4400006E-6,19.9999996E-3,
,,,-10.4000001E-6,-39.99999911E-3,,,,,-10.4000001E-6,19.9999996E-3,
,,,-10.3600005E-6,-39.99999911E-3,,,,,-10.3600005E-6,39.99999911E-3,
,,,-10.3200000E-6,-19.9999996E-3,,,,,-10.3200000E-6,39.99999911E-3,
,,,-10.2800004E-6,-59.999998659E-3,,,,,-10.2800004E-6,19.9999996E-3,
,,,-10.2399999E-6,-39.99999911E-3,,,,,-10.2399999E-6,19.9999996E-3,
,,,-10.2000004E-6,-39.99999911E-3,,,,,-10.2000004E-6,39.99999911E-3,
,,,-10.1599999E-6,-39.99999911E-3,,,,,-10.1599999E-6,19.9999996E-3,
,,,-10.1200003E-6,-59.999998659E-3,,,,,-10.1200003E-6,19.9999996E-3,
,,,-10.0799998E-6,-59.999998659E-3,,,,,-10.0799998E-6,39.99999911E-3,
