Time,Voltage,fs
-7.6000001656e-07,0.0,249999748.50025046
-7.56000012536e-07,0.0,249999748.50025046
-7.52000010512e-07,0.0,249999748.50025046
-7.48000006488e-07,0.0,249999748.50025046
-7.44000004464e-07,0.0,249999748.50025046
-7.4000000044e-07,-0.040000000019999996,249999748.50025046
-7.35999996416e-07,0.0,249999748.50025046
-7.31999994392e-07,-0.040000000019999996,249999748.50025046
-7.279999903679998e-07,0.040000000019999996,249999748.50025046
-7.239999883439999e-07,0.0,249999748.50025046
-7.199999843199999e-07,0.040000000019999996,249999748.50025046
-7.159999802959998e-07,0.0,249999748.50025046
-7.120000242720002e-07,-0.040000000019999996,249999748.50025046
-7.08000020248e-07,0.0,249999748.50025046
-7.040000162240001e-07,0.0,249999748.50025046
-7.000000142000001e-07,0.0,249999748.50025046
-6.96000010176e-07,-0.040000000019999996,249999748.50025046
-6.92000008152e-07,0.0,249999748.50025046
-6.880000041280001e-07,0.08000000003999999,249999748.50025046
-6.840000001039999e-07,0.040000000019999996,249999748.50025046
-6.7999999808e-07,0.0,249999748.50025046
-6.759999940559999e-07,0.0,249999748.50025046
-6.719999920319999e-07,0.0,249999748.50025046
-6.679999880079999e-07,0.040000000019999996,249999748.50025046
-6.639999859839998e-07,0.0,249999748.50025046
-6.599999819599999e-07,0.0,249999748.50025046
-6.560000239360001e-07,-0.040000000019999996,249999748.50025046
-6.520000199120001e-07,-0.040000000019999996,249999748.50025046
-6.480000178880001e-07,0.0,249999748.50025046
-6.440000138640001e-07,0.040000000019999996,249999748.50025046
-6.400000118400001e-07,0.0,249999748.50025046
-6.36000007816e-07,0.0,249999748.50025046
-6.32000005792e-07,0.0,249999748.50025046
-6.28000001768e-07,0.0,249999748.50025046
-6.239999977439999e-07,0.0,249999748.50025046
-6.199999957199999e-07,0.0,249999748.50025046
-6.15999991696e-07,0.040000000019999996,249999748.50025046
-6.119999896719999e-07,0.040000000019999996,249999748.50025046
