Record Length,2500,Points,-881.999994817E-9,-79.999998212E-3,,Record Length,2500,Points,-881.999994817E-9,119.9999973E-3,
Sample Interval,999.999967622E-12,s,-881.000005393E-9,-39.99999911E-3,,Sample Interval,999.999967622E-12,s,-881.000005393E-9,39.99999911E-3,
Trigger Point,882.000019762,Samples,-880.000015968E-9,-39.99999911E-3,,Trigger Point,882.000019762,Samples,-880.000015968E-9,79.999998212E-3,
,,,-878.999969700E-9,-79.999998212E-3,,,,,-878.999969700E-9,79.999998212E-3,
,,,-877.999980275E-9,-79.999998212E-3,,,,,-877.999980275E-9,79.999998212E-3,
,,,-876.999990851E-9,-39.99999911E-3,,,,,-876.999990851E-9,79.999998212E-3,
Source,CH1,,-876.000001426E-9,-39.99999911E-3,,Source,CH2,,-876.000001426E-9,79.999998212E-3,
Vertical Units,Volts,,-875.000012002E-9,-79.999998212E-3,,Vertical Units,Volts,,-875.000012002E-9,79.999998212E-3,
Vertical Scale,999.999977648E-3,,-874.000022577E-9,-39.99999911E-3,,Vertical Scale,999.999977648E-3,,-874.000022577E-9,79.999998212E-3,
Vertical Offset,0,,-872.999976309E-9,-39.99999911E-3,,Vertical Offset,0,,-872.999976309E-9,79.999998212E-3,
Horizontal Units,s,,-871.999986884E-9,-79.999998212E-3,,Horizontal Units,s,,-871.999986884E-9,79.999998212E-3,
Horizontal Scale,249.99999293E-9,,-870.999997460E-9,-39.99999911E-3,,Horizontal Scale,249.99999293E-9,,-870.999997460E-9,119.9999973E-3,
Pt Fmt,Y,,-870.000008035E-9,-79.999998212E-3,,Pt Fmt,Y,,-870.000008035E-9,119.9999973E-3,
Yzero,1.000000,,-869.000018611E-9,0.0,,Yzero,-2.5600000,,-869.000018611E-9,119.9999973E-3,
Probe Atten,1.000000,,-867.999972343E-9,-39.99999911E-3,,Probe Atten,1.000000,,-867.999972343E-9,79.999998212E-3,
,,,-866.999982918E-9,-39.99999911E-3,,,,,-866.999982918E-9,39.99999911E-3,
Note,TBS 1104 - 3:25:58 PM   2/5/2026,,-865.999993493E-9,-79.999998212E-3,,Note,TBS 1104 - 3:25:58 PM   2/5/2026,,-865.999993493E-9,79.999998212E-3,
,,,-865.000004069E-9,-39.99999911E-3,,,,,-865.000004069E-9,79.999998212E-3,
,,,-864.000014644E-9,-79.999998212E-3,,,,,-864.000014644E-9,79.999998212E-3,
,,,-862.999968376E-9,-39.99999911E-3,,,,,-862.999968376E-9,39.99999911E-3,
,,,-861.999978952E-9,-39.99999911E-3,,,,,-861.999978952E-9,79.999998212E-3,
,,,-860.999989527E-9,-39.99999911E-3,,,,,-860.999989527E-9,79.999998212E-3,
,,,-860.000000102E-9,0.0,,,,,-860.000000102E-9,39.99999911E-3,
,,,-859.000010678E-9,0.0,,,,,-859.000010678E-9,79.999998212E-3,
,,,-858.000021253E-9,-39.99999911E-3,,,,,-858.000021253E-9,79.999998212E-3,
,,,-856.999974985E-9,-39.99999911E-3,,,,,-856.999974985E-9,79.999998212E-3,
,,,-855.999985561E-9,-39.99999911E-3,,,,,-855.999985561E-9,79.999998212E-3,
,,,-854.999996136E-9,-39.99999911E-3,,,,,-854.999996136E-9,79.999998212E-3,
,,,-854.000006711E-9,-39.99999911E-3,,,,,-854.000006711E-9,79.999998212E-3,
,,,-853.000017287E-9,-39.99999911E-3,,,,,-853.000017287E-9,119.9999973E-3,
,,,-851.999971019E-9,-39.99999911E-3,,,,,-851.999971019E-9,119.9999973E-3,
,,,-850.999981594E-9,-39.99999911E-3,,,,,-850.999981594E-9,119.9999973E-3,
,,,-849.999992170E-9,0.0,,,,,-849.999992170E-9,79.999998212E-3,
,,,-849.000002745E-9,-39.99999911E-3,,,,,-849.000002745E-9,79.999998212E-3,
,,,-848.000013320E-9,-39.99999911E-3,,,,,-848.000013320E-9,39.99999911E-3,
,,,-847.000023896E-9,-79.999998212E-3,,,,,-847.000023896E-9,119.9999973E-3,
,,,-845.999977628E-9,-79.999998212E-3,,,,,-845.999977628E-9,79.999998212E-3,
,,,-844.999988203E-9,0.0,,,,,-844.999988203E-9,79.999998212E-3,
,,,-843.999998779E-9,-39.99999911E-3,,,,,-843.999998779E-9,119.9999973E-3,
,,,-843.000009354E-9,-39.99999911E-3,,,,,-843.000009354E-9,79.999998212E-3,
,,,-842.000019929E-9,-39.99999911E-3,,,,,-842.000019929E-9,39.99999911E-3,
,,,-840.999973661E-9,-39.99999911E-3,,,,,-840.999973661E-9,79.999998212E-3,
,,,-839.999984237E-9,-39.99999911E-3,,,,,-839.999984237E-9,39.99999911E-3,
,,,-838.999994812E-9,-39.99999911E-3,,,,,-838.999994812E-9,0.0,
,,,-838.000005388E-9,-39.99999911E-3,,,,,-838.000005388E-9,119.9999973E-3,
,,,-837.000015963E-9,-39.99999911E-3,,,,,-837.000015963E-9,119.9999973E-3,
,,,-835.999969695E-9,-39.99999911E-3,,,,,-835.999969695E-9,79.999998212E-3,
,,,-834.999980270E-9,-39.99999911E-3,,,,,-834.999980270E-9,79.999998212E-3,
,,,-833.999990846E-9,-79.999998212E-3,,,,,-833.999990846E-9,39.99999911E-3,
,,,-833.000001421E-9,-39.99999911E-3,,,,,-833.000001421E-9,79.999998212E-3,
,,,-832.000011997E-9,-79.999998212E-3,,,,,-832.000011997E-9,79.999998212E-3,
,,,-831.000022572E-9,-39.99999911E-3,,,,,-831.000022572E-9,79.999998212E-3,
,,,-829.999976304E-9,-39.99999911E-3,,,,,-829.999976304E-9,119.9999973E-3,
,,,-828.999986879E-9,0.0,,,,,-828.999986879E-9,79.999998212E-3,
,,,-827.999997455E-9,-39.99999911E-3,,,,,-827.999997455E-9,79.999998212E-3,
,,,-827.000008030E-9,-39.99999911E-3,,,,,-827.000008030E-9,79.999998212E-3,
,,,-826.000018606E-9,-39.99999911E-3,,,,,-826.000018606E-9,79.999998212E-3,
,,,-824.999972338E-9,-39.99999911E-3,,,,,-824.999972338E-9,79.999998212E-3,
,,,-823.999982913E-9,-119.9999973E-3,,,,,-823.999982913E-9,79.999998212E-3,
,,,-822.999993488E-9,-79.999998212E-3,,,,,-822.999993488E-9,39.99999911E-3,
,,,-822.000004064E-9,-39.99999911E-3,,,,,-822.000004064E-9,79.999998212E-3,
,,,-821.000014639E-9,-79.999998212E-3,,,,,-821.000014639E-9,79.999998212E-3,
