Time,Voltage,fs
3.4079999957887998e-06,0.12000000319999996,250002498.4999831
3.4119999538131997e-06,0.12000000319999996,250002498.4999831
3.4160002748376016e-06,0.12000000319999996,250002498.4999831
3.4200002328620016e-06,0.12000000319999996,250002498.4999831
3.424000190886401e-06,0.07999999880000003,250002498.4999831
3.428000147910801e-06,0.12000000319999996,250002498.4999831
3.4320001059352004e-06,0.07999999880000003,250002498.4999831
3.4360000639596004e-06,0.07999999880000003,250002498.4999831
3.4400000209840005e-06,0.07999999880000003,250002498.4999831
3.4439999790084e-06,0.07999999880000003,250002498.4999831
3.4479999370328e-06,0.07999999880000003,250002498.4999831
3.452000258057201e-06,0.03999999999605,250002498.4999831
3.456000216081601e-06,0.03999999999605,250002498.4999831
3.4600001741060006e-06,0.03999999999605,250002498.4999831
3.4640001311304007e-06,0.03999999999605,250002498.4999831
3.4680000891548007e-06,0.03999999999605,250002498.4999831
3.4720000471792002e-06,0.03999999999605,250002498.4999831
3.4760000042036e-06,0.0,250002498.4999831
3.4799999622279995e-06,0.0,250002498.4999831
3.484000284252402e-06,0.0,250002498.4999831
3.4880002412768013e-06,0.0,250002498.4999831
3.4920001993012013e-06,0.0,250002498.4999831
3.496000157325601e-06,0.0,250002498.4999831
3.5000001143500005e-06,0.0,250002498.4999831
3.5040000723744e-06,0.0,250002498.4999831
3.5080000303988e-06,-0.03999999999605,250002498.4999831
3.5119999884231996e-06,-0.03999999999605,250002498.4999831
3.5159999454475997e-06,-0.03999999999605,250002498.4999831
3.5200002674720015e-06,-0.03999999999605,250002498.4999831
3.5240002244964016e-06,-0.03999999999605,250002498.4999831
3.528000182520801e-06,-0.03999999999605,250002498.4999831
3.5320001405452003e-06,-0.07999999880000003,250002498.4999831
3.5360000985696003e-06,-0.07999999880000003,250002498.4999831
3.5400000555940004e-06,-0.07999999880000003,250002498.4999831
3.5440000136184e-06,-0.07999999880000003,250002498.4999831
3.5479999716428e-06,-0.07999999880000003,250002498.4999831
3.5520002926672018e-06,-0.07999999880000003,250002498.4999831
3.5560002506916017e-06,-0.12000000319999996,250002498.4999831
3.5600002087160013e-06,-0.12000000319999996,250002498.4999831
3.564000165740401e-06,-0.12000000319999996,250002498.4999831
3.5680001237648006e-06,-0.12000000319999996,250002498.4999831
3.5720000817892005e-06,-0.12000000319999996,250002498.4999831
3.5760000388135998e-06,-0.12000000319999996,250002498.4999831
3.5799999968379998e-06,-0.12000000319999996,250002498.4999831
3.5839999548623993e-06,-0.12000000319999996,250002498.4999831
3.5880002758868016e-06,-0.16000000009999998,250002498.4999831
3.592000233911201e-06,-0.16000000009999998,250002498.4999831
3.5960001919356007e-06,-0.16000000009999998,250002498.4999831
3.600000148960001e-06,-0.16000000009999998,250002498.4999831
3.604000106984401e-06,-0.16000000009999998,250002498.4999831
3.6080000650088004e-06,-0.16000000009999998,250002498.4999831
3.6120000220332e-06,-0.16000000009999998,250002498.4999831
3.6159999800575996e-06,-0.19999999700000004,250002498.4999831
3.6199999380819996e-06,-0.16000000009999998,250002498.4999831
3.6240002591064015e-06,-0.19999999700000004,250002498.4999831
3.6280002171308014e-06,-0.19999999700000004,250002498.4999831
3.632000175155201e-06,-0.19999999700000004,250002498.4999831
3.6360001321796007e-06,-0.19999999700000004,250002498.4999831
3.6400000902040003e-06,-0.19999999700000004,250002498.4999831
3.6440000482284002e-06,-0.19999999700000004,250002498.4999831
3.6480000062528e-06,-0.19999999700000004,250002498.4999831
3.6519999632772e-06,-0.19999999700000004,250002498.4999831
3.6560002853016016e-06,-0.19999999700000004,250002498.4999831
3.660000242326001e-06,-0.19999999700000004,250002498.4999831
3.664000200350401e-06,-0.19999999700000004,250002498.4999831
3.6680001583748004e-06,-0.19999999700000004,250002498.4999831
3.6720001163992004e-06,-0.19999999700000004,250002498.4999831
3.6760000734236005e-06,-0.19999999700000004,250002498.4999831
3.680000031448e-06,-0.19999999700000004,250002498.4999831
3.6839999894724e-06,-0.19999999700000004,250002498.4999831
3.6879999464967993e-06,-0.19999999700000004,250002498.4999831
3.692000268521202e-06,-0.24000000589999992,250002498.4999831
3.696000225545601e-06,-0.19999999700000004,250002498.4999831
3.700000183570001e-06,-0.19999999700000004,250002498.4999831
3.7040001415944007e-06,-0.19999999700000004,250002498.4999831
3.7080000996188007e-06,-0.19999999700000004,250002498.4999831
3.7120000566432e-06,-0.24000000589999992,250002498.4999831
3.7160000146676e-06,-0.19999999700000004,250002498.4999831
3.7199999726919995e-06,-0.24000000589999992,250002498.4999831
3.7240002937164018e-06,-0.24000000589999992,250002498.4999831
3.7280002517408013e-06,-0.19999999700000004,250002498.4999831
3.7320002097652013e-06,-0.19999999700000004,250002498.4999831
3.7360001667896014e-06,-0.19999999700000004,250002498.4999831
3.740000124814e-06,-0.19999999700000004,250002498.4999831
3.7440000828384e-06,-0.24000000589999992,250002498.4999831
3.7480000398628002e-06,-0.19999999700000004,250002498.4999831
3.7519999978872e-06,-0.24000000589999992,250002498.4999831
3.7559999559116e-06,-0.19999999700000004,250002498.4999831
3.7600002769360016e-06,-0.19999999700000004,250002498.4999831
3.7640002349604016e-06,-0.19999999700000004,250002498.4999831
3.768000192984801e-06,-0.24000000589999992,250002498.4999831
3.772000150009201e-06,-0.19999999700000004,250002498.4999831
3.7760001080336004e-06,-0.19999999700000004,250002498.4999831
